nome_documento,PDFX,PyMuPDF,PyPdf2,Pytesseract-OCR
Extrasensory_Perception_Research_Finding,0.06679902186281868,0.08128892765445142,0.0814977702976622,0.18147189974129302
9788523211806,0.11006465085374985,0.08946767344132876,0.115171883395316,0.32031195760338804
Iracema-Jose-de-Alencar,0.18422909779742228,0.25901361200015427,0.2595661053523949,0.27744934002602717
oparaisoperdido,0.07388273706595637,0.09795153388353664,0.09906103793666057,0.36329366092864074
historiatradsp1954vol3,0.038299999305782144,0.003471161589514315,0.0033183613681645576,0.46242578456318917
