nome_documento,PDFX,PyMuPDF,PyPdf2,Pytesseract-OCR
Extrasensory_Perception_Research_Finding,0.08416014131310191,0.019707447877280085,0.02058557949265375,0.02152330707789932
9788523211806,0.09137523296424488,0.021102107187012848,0.05916519981850771,0.05436782779928023
Iracema-Jose-de-Alencar,0.119799187346788,0.05069719296109115,0.0486721065982091,0.051372613945046386
oparaisoperdido,0.03966259490181109,0.040736941854563655,0.11527422714093193,0.11297547437978674
historiatradsp1954vol3,0.03764460853156114,0.008557169532809104,0.01978000016482475,0.2755444775485415
